cohort,architecture,threshold_set,label_key,diagnosis,threshold,threshold_attainable,records,positives,negatives,prevalence,tp,fp,tn,fn,sensitivity,specificity,ppv,npv,alerts_per_1000_records,alerts_per_true_positive,records_screened_per_true_positive,missed_cases_per_1000_records,sensitivity_lower_95,sensitivity_upper_95,specificity_lower_95,specificity_upper_95
chapman_shaoxing,xresnet1d101,registered_f1,698252002,nonspecific intraventricular conduction disorder,0.24984336892763773,True,10247,235,10012,0.02293354152434859,32,98,9914,203,0.13617021276595745,0.9902117459049141,0.24615384615384617,0.979934763269744,12.686639992192838,4.0625,320.21875,19.81067629550112,0.09504132231404959,0.18055708516886929,0.9882058086133897,0.9920064348121902
chapman_shaoxing,xresnet1d101,validation_sensitivity_90,698252002,nonspecific intraventricular conduction disorder,0.010655773803591728,True,10247,235,10012,0.02293354152434859,165,4259,5753,70,0.7021276595744681,0.5746104674390731,0.03729656419529837,0.9879787051348102,431.73611788816237,26.812121212121212,62.1030303030303,6.831267688103836,,,,
chapman_shaoxing,xresnet1d101,registered_f1,426783006,sinus rhythm,0.5494364003340403,True,10247,1826,8421,0.1781984971211086,1814,4610,3811,12,0.9934282584884995,0.4525590784942406,0.2823785803237858,0.9968611038451478,626.9151946911292,3.5413450937155457,5.648842337375965,1.1710744608178003,0.9895890410958904,0.9967624852634286,0.44224167718993374,0.4631969538335805
chapman_shaoxing,xresnet1d101,validation_sensitivity_90,426783006,sinus rhythm,0.8731671571731567,True,10247,1826,8421,0.1781984971211086,1754,3632,4789,72,0.9605695509309967,0.5686973043581522,0.32565911622725585,0.9851882328738942,525.6172538303894,3.0706955530216646,5.842075256556442,7.026446764906802,,,,
chapman_shaoxing,xresnet1d101,registered_f1,284470004|63593006,premature atrial contraction / supraventricular premature beats,0.10775382816791534,True,10247,258,9989,0.02517810090758271,86,364,9625,172,0.3333333333333333,0.9635599159074982,0.19111111111111112,0.9824436051852607,43.915292280667515,5.232558139534884,119.15116279069767,16.785400605055138,0.27599655172413795,0.3893129770992366,0.9600117967316301,0.9672040986891222
chapman_shaoxing,xresnet1d101,validation_sensitivity_90,284470004|63593006,premature atrial contraction / supraventricular premature beats,0.028317920863628387,True,10247,258,9989,0.02517810090758271,219,2726,7263,39,0.8488372093023255,0.7270998097907698,0.07436332767402377,0.9946589975349219,287.4011905923685,13.447488584474886,46.789954337899545,3.805991997657851,,,,
chapman_shaoxing,xresnet1d101,registered_f1,164917005,qwave abnormal,0.20258216311534247,True,10247,235,10012,0.02293354152434859,30,67,9945,205,0.1276595744680851,0.9933080303635637,0.30927835051546393,0.9798029556650246,9.466185224943885,3.2333333333333334,341.56666666666666,20.00585537230409,0.08559978715620739,0.1735159817351598,0.9916958479239619,0.9948052466806212
chapman_shaoxing,xresnet1d101,validation_sensitivity_90,164917005,qwave abnormal,0.012685593217611313,True,10247,235,10012,0.02293354152434859,172,2356,7656,63,0.7319148936170212,0.7646823811426289,0.0680379746835443,0.9918383210260396,246.70635307894995,14.69767441860465,59.575581395348834,6.148140919293452,,,,
chapman_shaoxing,xresnet1d101,registered_f1,47665007,right axis deviation,0.17966051896413168,True,10247,215,10032,0.02098175075631892,149,202,9830,66,0.6930232558139535,0.9798644338118022,0.42450142450142453,0.9933306386418755,34.25392797892066,2.3557046979865772,68.77181208053692,6.4409095344979015,0.631578947368421,0.7500272925764191,0.9769940367351571,0.9825601224512674
chapman_shaoxing,xresnet1d101,validation_sensitivity_90,47665007,right axis deviation,0.021505795419216156,True,10247,215,10032,0.02098175075631892,187,518,9514,28,0.8697674418604651,0.9483652312599681,0.2652482269503546,0.9970656046950325,68.80062457304577,3.770053475935829,54.79679144385027,2.732507075241534,,,,
chapman_shaoxing,xresnet1d101,registered_f1,426177001,sinus bradycardia,0.4070141911506653,True,10247,3889,6358,0.3795257148433688,367,1,6357,3522,0.09436873232193366,0.9998427178357974,0.9972826086956522,0.6434861828120255,35.91295013174588,1.002724795640327,27.920980926430516,343.7103542500244,0.08532489288816451,0.10361980299502972,0.999523881318314,1.0
chapman_shaoxing,xresnet1d101,validation_sensitivity_90,426177001,sinus bradycardia,0.038722556084394455,True,10247,3889,6358,0.3795257148433688,1932,50,6308,1957,0.49678580611982515,0.992135891789871,0.9747729566094854,0.7632183908045977,193.42246511174002,1.025879917184265,5.303830227743271,190.98272665170293,,,,
chapman_shaoxing,xresnet1d101,registered_f1,427084000,sinus tachycardia,0.4097171127796173,True,10247,1568,8679,0.15302039621352592,1344,35,8644,224,0.8571428571428571,0.9959672773360986,0.9746192893401016,0.9747406405051872,134.57597345564557,1.0260416666666667,7.6242559523809526,21.86005660193227,0.840169776119403,0.8743045443917699,0.9946892639834076,0.9972357633111356
chapman_shaoxing,xresnet1d101,validation_sensitivity_90,427084000,sinus tachycardia,0.3075614273548126,True,10247,1568,8679,0.15302039621352592,1415,55,8624,153,0.9024234693877551,0.9936628643852978,0.9625850340136054,0.982568075652273,143.45662145018053,1.03886925795053,7.241696113074205,14.931199375426955,,,,
chapman_shaoxing,xresnet1d101,registered_f1,164934002,t wave abnormal,0.3178183635075887,True,10247,1876,8371,0.18307797404118278,792,1031,7340,1084,0.42217484008528783,0.8768366981244774,0.4344487109160724,0.8713200379867047,177.90572850590416,2.301767676767677,12.938131313131313,105.78705962720797,0.39988552640638986,0.4430794477320079,0.8697226387447416,0.8833643190287372
chapman_shaoxing,xresnet1d101,validation_sensitivity_90,164934002,t wave abnormal,0.11323405802249908,True,10247,1876,8371,0.18307797404118278,1222,2211,6160,654,0.6513859275053305,0.735873850197109,0.3559568890183513,0.9040211329615497,335.0248853322924,2.809328968903437,8.38543371522095,63.82355811457012,,,,
chapman_shaoxing,xresnet1d101,registered_f1,59931005,t wave inversion,0.2626289228598277,True,10247,157,10090,0.015321557529032888,18,102,9988,139,0.11464968152866242,0.9898909811694747,0.15,0.9862743161844574,11.710744608178004,6.666666666666667,569.2777777777778,13.564945837806187,0.06802721088435375,0.16560607244734477,0.9878810650018033,0.9917676696283734
chapman_shaoxing,xresnet1d101,validation_sensitivity_90,59931005,t wave inversion,0.008624532260000706,True,10247,157,10090,0.015321557529032888,119,2004,8086,38,0.7579617834394905,0.8013875123885035,0.05605275553462082,0.9953225012309207,207.18259002634917,17.840336134453782,86.10924369747899,3.7084024592563676,,,,
chapman_shaoxing,s4d,registered_f1,733534002|164909002,complete left bundle branch block / left bundle branch block,0.3607633610566457,True,10247,205,10042,0.02000585537230409,81,32,10010,124,0.3951219512195122,0.99681338378809,0.7168141592920354,0.9877639628971778,11.02761783936762,1.3950617283950617,126.50617283950618,12.101102761783936,0.32682926829268294,0.46352553337065366,0.9956223152469668,0.9978127135890182
chapman_shaoxing,s4d,validation_sensitivity_90,733534002|164909002,complete left bundle branch block / left bundle branch block,0.17419558763504028,True,10247,205,10042,0.02000585537230409,88,51,9991,117,0.4292682926829268,0.9949213304122685,0.6330935251798561,0.988425009893154,13.564945837806187,1.5795454545454546,116.44318181818181,11.417975992973552,,,,
chapman_shaoxing,s4d,registered_f1,713427006|59118001,complete right bundle branch block / right bundle branch block,0.2751598233977954,True,10247,454,9793,0.044305650434273446,329,43,9750,125,0.724669603524229,0.9956091085469213,0.8844086021505376,0.9873417721518988,36.30330828535181,1.1306990881458967,31.145896656534955,12.19869230018542,0.6816038075451516,0.7658250591323785,0.9942634014168918,0.9968231194916991
chapman_shaoxing,s4d,validation_sensitivity_90,713427006|59118001,complete right bundle branch block / right bundle branch block,0.16629035770893097,True,10247,454,9793,0.044305650434273446,350,60,9733,104,0.7709251101321586,0.9938731747166343,0.8536585365853658,0.9894276710379181,40.01171074460818,1.1714285714285715,29.277142857142856,10.149311993754269,,,,
chapman_shaoxing,s4d,registered_f1,270492004,1st degree av block,0.29119457801183063,True,10247,247,10000,0.02410461598516639,116,65,9935,131,0.46963562753036436,0.9935,0.6408839779005525,0.9869858931055037,17.66370645066849,1.5603448275862069,88.33620689655173,12.78422953059432,0.407251031507877,0.5294117647058824,0.9919024090313397,0.9950130408545438
chapman_shaoxing,s4d,validation_sensitivity_90,270492004,1st degree av block,0.03462343290448189,True,10247,247,10000,0.02410461598516639,217,924,9076,30,0.8785425101214575,0.9076,0.1901840490797546,0.9967054689215902,111.34966331609252,5.258064516129032,47.22119815668203,2.927686152044501,,,,
chapman_shaoxing,s4d,registered_f1,39732003,left axis deviation,0.377063512802124,True,10247,382,9865,0.03727920366936664,331,911,8954,51,0.8664921465968587,0.9076533198175367,0.2665056360708535,0.9943364797334814,121.20620669464233,3.7522658610271904,30.957703927492446,4.977066458475651,0.8311336804204659,0.8991825613079019,0.9022563236209572,0.9132157899228001
chapman_shaoxing,s4d,validation_sensitivity_90,39732003,left axis deviation,0.24347727000713348,True,10247,382,9865,0.03727920366936664,356,1205,8660,26,0.9319371727748691,0.8778509883426254,0.22805893657911594,0.9970066774119273,152.33726944471553,4.384831460674158,28.78370786516854,2.5373279984385673,,,,
chapman_shaoxing,s4d,registered_f1,698252002,nonspecific intraventricular conduction disorder,0.20667148878177008,True,10247,235,10012,0.02293354152434859,27,114,9898,208,0.1148936170212766,0.9886136636036756,0.19148936170212766,0.9794181674252919,13.760124914609154,5.222222222222222,379.51851851851853,20.298623987508538,0.07468561185120477,0.15726278311599173,0.9864864526654996,0.9905935565036539
chapman_shaoxing,s4d,validation_sensitivity_90,698252002,nonspecific intraventricular conduction disorder,0.011922342702746391,True,10247,235,10012,0.02293354152434859,167,3779,6233,68,0.7106382978723405,0.6225529364762286,0.04232133806386214,0.9892080622123472,385.08831853225337,23.62874251497006,61.35928143712575,6.636088611300869,,,,
chapman_shaoxing,s4d,registered_f1,426783006,sinus rhythm,0.6555981089671453,True,10247,1826,8421,0.1781984971211086,1807,4550,3871,19,0.9895947426067908,0.4596841230257689,0.2842535787321063,0.9951156812339331,620.3766956182297,3.5179856115107913,5.670724958494743,1.8542012296281838,0.9848982702029232,0.9939827410139263,0.44906944262588067,0.47023524430075153
chapman_shaoxing,s4d,validation_sensitivity_90,426783006,sinus rhythm,0.9225329160690308,True,10247,1826,8421,0.1781984971211086,1740,3437,4984,86,0.9529025191675794,0.5918536990856192,0.3361019895692486,0.9830374753451676,505.22104030447935,2.975287356321839,5.889080459770115,8.392700302527569,,,,
