section,cohort,architecture,rung,label_key,diagnosis,sample_size,metric,value,lower_95,upper_95
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,39732003,left axis deviation,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,39732003,left axis deviation,,offset,-1.7861745403707106,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,39732003,left axis deviation,,source_prevalence,0.23705362268917213,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,39732003,left axis deviation,,estimated_target_prevalence,0.04949715702744855,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,39732003,left axis deviation,,true_target_prevalence,0.03727920366936664,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,39732003,left axis deviation,,prevalence_absolute_error,0.012217953358081908,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,39732003,left axis deviation,,em_iterations,31.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,698252002,nonspecific intraventricular conduction disorder,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,698252002,nonspecific intraventricular conduction disorder,,offset,-10.53280975289587,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,698252002,nonspecific intraventricular conduction disorder,,source_prevalence,0.036169479848432655,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,698252002,nonspecific intraventricular conduction disorder,,estimated_target_prevalence,1e-06,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,698252002,nonspecific intraventricular conduction disorder,,true_target_prevalence,0.02293354152434859,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,698252002,nonspecific intraventricular conduction disorder,,prevalence_absolute_error,0.02293254152434859,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,698252002,nonspecific intraventricular conduction disorder,,em_iterations,45.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426783006,sinus rhythm,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426783006,sinus rhythm,,offset,-1.475898237033043,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426783006,sinus rhythm,,source_prevalence,0.82971638534849,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426783006,sinus rhythm,,estimated_target_prevalence,0.526904072665518,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426783006,sinus rhythm,,true_target_prevalence,0.1781984971211086,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426783006,sinus rhythm,,prevalence_absolute_error,0.3487055755444094,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426783006,sinus rhythm,,em_iterations,20.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,offset,0.9449572904329813,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,source_prevalence,0.02560569525777931,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,estimated_target_prevalence,0.06332572427850133,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,true_target_prevalence,0.02517810090758271,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,prevalence_absolute_error,0.03814762337091862,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,em_iterations,167.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164917005,qwave abnormal,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164917005,qwave abnormal,,offset,-10.157937008474882,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164917005,qwave abnormal,,source_prevalence,0.025146400275576988,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164917005,qwave abnormal,,estimated_target_prevalence,1e-06,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164917005,qwave abnormal,,true_target_prevalence,0.02293354152434859,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164917005,qwave abnormal,,prevalence_absolute_error,0.02293254152434859,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164917005,qwave abnormal,,em_iterations,33.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,47665007,right axis deviation,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,47665007,right axis deviation,,offset,0.5695593515180759,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,47665007,right axis deviation,,source_prevalence,0.01613273624985647,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,47665007,right axis deviation,,estimated_target_prevalence,0.028165679861828,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,47665007,right axis deviation,,true_target_prevalence,0.02098175075631892,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,47665007,right axis deviation,,prevalence_absolute_error,0.007183929105509079,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,47665007,right axis deviation,,em_iterations,21.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426177001,sinus bradycardia,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426177001,sinus bradycardia,,offset,1.1557005013305246,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426177001,sinus bradycardia,,source_prevalence,0.029222643242622574,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426177001,sinus bradycardia,,estimated_target_prevalence,0.08726845167176395,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426177001,sinus bradycardia,,true_target_prevalence,0.3795257148433688,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426177001,sinus bradycardia,,prevalence_absolute_error,0.29225726317160483,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,426177001,sinus bradycardia,,em_iterations,36.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,427084000,sinus tachycardia,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,427084000,sinus tachycardia,,offset,1.5574968654254944,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,427084000,sinus tachycardia,,source_prevalence,0.037949247904466646,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,427084000,sinus tachycardia,,estimated_target_prevalence,0.15771608596481093,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,427084000,sinus tachycardia,,true_target_prevalence,0.15302039621352592,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,427084000,sinus tachycardia,,prevalence_absolute_error,0.004695689751285009,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,427084000,sinus tachycardia,,em_iterations,14.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164934002,t wave abnormal,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164934002,t wave abnormal,,offset,0.8735943367571304,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164934002,t wave abnormal,,source_prevalence,0.10764726145366862,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164934002,t wave abnormal,,estimated_target_prevalence,0.22419110582610294,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164934002,t wave abnormal,,true_target_prevalence,0.18307797404118278,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164934002,t wave abnormal,,prevalence_absolute_error,0.041113131784920154,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,164934002,t wave abnormal,,em_iterations,38.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,59931005,t wave inversion,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,59931005,t wave inversion,,offset,0.6179190062479032,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,59931005,t wave inversion,,source_prevalence,0.013491790102193134,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,59931005,t wave inversion,,estimated_target_prevalence,0.024742689287283383,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,59931005,t wave inversion,,true_target_prevalence,0.015321557529032888,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,59931005,t wave inversion,,prevalence_absolute_error,0.009421131758250495,,
rung_parameters,chapman_shaoxing,xresnet1d101,sld_em,59931005,t wave inversion,,em_iterations,71.0,,
ladder,chapman_shaoxing,xresnet1d101,bbse_hard,,,,macro_per_label_ece,0.07039791260306824,,
ladder,chapman_shaoxing,xresnet1d101,bbse_hard,,,,pooled_ece,0.05707149652671765,,
ladder,chapman_shaoxing,xresnet1d101,bbse_hard,,,,macro_brier,0.07078361875500999,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,offset,-1.0466584823495024,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,source_prevalence,0.02457228154782409,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,estimated_target_prevalence,0.008767342821347395,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,true_target_prevalence,0.02000585537230409,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,prevalence_absolute_error,0.011238512550956694,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,validation_true_positive_rate,0.9074074074074074,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,validation_false_positive_rate,0.005166744950681071,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,target_flagged_rate,0.01307699814579877,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,threshold,0.1104494792719682,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,offset,0.3531657131525585,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,source_prevalence,0.02485934091170054,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,estimated_target_prevalence,0.035020189563605274,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,true_target_prevalence,0.044305650434273446,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,prevalence_absolute_error,0.009285460870668172,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,validation_true_positive_rate,0.8727272727272727,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,validation_false_positive_rate,0.0042293233082706765,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,target_flagged_rate,0.03464428613252659,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,threshold,0.3530633548895518,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,270492004,1st degree av block,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,270492004,1st degree av block,,offset,-1.6123684838752257,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,270492004,1st degree av block,,source_prevalence,0.036513951085084394,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,270492004,1st degree av block,,estimated_target_prevalence,0.007500684178989454,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,270492004,1st degree av block,,true_target_prevalence,0.02410461598516639,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,270492004,1st degree av block,,prevalence_absolute_error,0.016603931806176933,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,270492004,1st degree av block,,validation_true_positive_rate,0.6,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,270492004,1st degree av block,,validation_false_positive_rate,0.00903471231573942,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,270492004,1st degree av block,,target_flagged_rate,0.013467356299404704,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,270492004,1st degree av block,,threshold,0.3855339288711548,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,39732003,left axis deviation,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,39732003,left axis deviation,,offset,-1.6891683073414934,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,39732003,left axis deviation,,source_prevalence,0.23705362268917213,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,39732003,left axis deviation,,estimated_target_prevalence,0.05426568078200856,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,39732003,left axis deviation,,true_target_prevalence,0.03727920366936664,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,39732003,left axis deviation,,prevalence_absolute_error,0.016986477112641916,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,39732003,left axis deviation,,validation_true_positive_rate,0.8343558282208589,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,39732003,left axis deviation,,validation_false_positive_rate,0.06965761511216056,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,39732003,left axis deviation,,target_flagged_rate,0.11115448423928954,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,39732003,left axis deviation,,threshold,0.3978004455566406,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,offset,-10.53280975289587,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,source_prevalence,0.036169479848432655,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,estimated_target_prevalence,1e-06,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,true_target_prevalence,0.02293354152434859,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,prevalence_absolute_error,0.02293254152434859,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,validation_true_positive_rate,0.3717948717948718,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,validation_false_positive_rate,0.018052256532066508,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,target_flagged_rate,0.012686639992192836,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,threshold,0.24984336892763773,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426783006,sinus rhythm,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426783006,sinus rhythm,,offset,-1.5915605549072083,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426783006,sinus rhythm,,source_prevalence,0.82971638534849,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426783006,sinus rhythm,,estimated_target_prevalence,0.4980145141018322,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426783006,sinus rhythm,,true_target_prevalence,0.1781984971211086,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426783006,sinus rhythm,,prevalence_absolute_error,0.3198160169807236,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426783006,sinus rhythm,,validation_true_positive_rate,0.9809417040358744,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426783006,sinus rhythm,,validation_false_positive_rate,0.2756892230576441,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426783006,sinus rhythm,,target_flagged_rate,0.6269151946911291,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426783006,sinus rhythm,,threshold,0.5494364003340403,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,offset,0.7258389580847062,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,source_prevalence,0.02560569525777931,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,estimated_target_prevalence,0.051506726041628696,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,true_target_prevalence,0.02517810090758271,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,prevalence_absolute_error,0.026328625134045987,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,validation_true_positive_rate,0.45454545454545453,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,validation_false_positive_rate,0.021616541353383457,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,target_flagged_rate,0.04391529228066751,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,threshold,0.10775382816791534,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164917005,qwave abnormal,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164917005,qwave abnormal,,offset,-10.157937008474882,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164917005,qwave abnormal,,source_prevalence,0.025146400275576988,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164917005,qwave abnormal,,estimated_target_prevalence,1e-06,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164917005,qwave abnormal,,true_target_prevalence,0.02293354152434859,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164917005,qwave abnormal,,prevalence_absolute_error,0.02293254152434859,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164917005,qwave abnormal,,validation_true_positive_rate,0.36363636363636365,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164917005,qwave abnormal,,validation_false_positive_rate,0.018796992481203006,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164917005,qwave abnormal,,target_flagged_rate,0.009466185224943887,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164917005,qwave abnormal,,threshold,0.20258216311534247,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,47665007,right axis deviation,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,47665007,right axis deviation,,offset,0.7341608596536799,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,47665007,right axis deviation,,source_prevalence,0.01613273624985647,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,47665007,right axis deviation,,estimated_target_prevalence,0.03303867615672929,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,47665007,right axis deviation,,true_target_prevalence,0.02098175075631892,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,47665007,right axis deviation,,prevalence_absolute_error,0.012056925400410371,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,47665007,right axis deviation,,validation_true_positive_rate,0.7777777777777778,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,47665007,right axis deviation,,validation_false_positive_rate,0.008849557522123894,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,47665007,right axis deviation,,target_flagged_rate,0.034253927978920656,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,47665007,right axis deviation,,threshold,0.17966051896413168,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,offset,0.39307232587827245,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,source_prevalence,0.029222643242622574,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,estimated_target_prevalence,0.042693335165516176,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,true_target_prevalence,0.3795257148433688,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,prevalence_absolute_error,0.3368323796778526,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,validation_true_positive_rate,0.671875,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,validation_false_positive_rate,0.0075507314771118455,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,target_flagged_rate,0.03591295013174588,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,426177001,sinus bradycardia,,threshold,0.4070141911506653,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,offset,1.4721345452905934,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,source_prevalence,0.037949247904466646,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,estimated_target_prevalence,0.14670482260777137,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,true_target_prevalence,0.15302039621352592,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,prevalence_absolute_error,0.006315573605754549,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,validation_true_positive_rate,0.8674698795180723,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,validation_false_positive_rate,0.008571428571428572,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,target_flagged_rate,0.13457597345564556,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,427084000,sinus tachycardia,,threshold,0.4097171127796173,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164934002,t wave abnormal,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164934002,t wave abnormal,,offset,0.40157896868409204,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164934002,t wave abnormal,,source_prevalence,0.10764726145366862,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164934002,t wave abnormal,,estimated_target_prevalence,0.1527202964120883,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164934002,t wave abnormal,,true_target_prevalence,0.18307797404118278,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164934002,t wave abnormal,,prevalence_absolute_error,0.03035767762909447,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164934002,t wave abnormal,,validation_true_positive_rate,0.7063829787234043,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164934002,t wave abnormal,,validation_false_positive_rate,0.08264887063655031,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164934002,t wave abnormal,,target_flagged_rate,0.17790572850590416,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,164934002,t wave abnormal,,threshold,0.3178183635075887,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,59931005,t wave inversion,,slope,1.0,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,59931005,t wave inversion,,offset,0.5413467963879359,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,59931005,t wave inversion,,source_prevalence,0.013491790102193134,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,59931005,t wave inversion,,estimated_target_prevalence,0.022960684884459574,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,59931005,t wave inversion,,true_target_prevalence,0.015321557529032888,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,59931005,t wave inversion,,prevalence_absolute_error,0.007639127355426685,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,59931005,t wave inversion,,validation_true_positive_rate,0.23333333333333334,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,59931005,t wave inversion,,validation_false_positive_rate,0.006502554575011612,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,59931005,t wave inversion,,target_flagged_rate,0.011710744608178003,,
rung_parameters,chapman_shaoxing,xresnet1d101,bbse_hard,59931005,t wave inversion,,threshold,0.2626289228598277,,
per_label_ece_share,chapman_shaoxing,xresnet1d101,uncalibrated,733534002|164909002,complete left bundle branch block / left bundle branch block,,per_label_ece,0.012563898237213756,,
per_label_ece_share,chapman_shaoxing,xresnet1d101,uncalibrated,733534002|164909002,complete left bundle branch block / left bundle branch block,,macro_share,0.012042633223173211,,
per_label_ece_share,chapman_shaoxing,xresnet1d101,uncalibrated,713427006|59118001,complete right bundle branch block / right bundle branch block,,per_label_ece,0.014493703144055164,,
per_label_ece_share,chapman_shaoxing,xresnet1d101,uncalibrated,713427006|59118001,complete right bundle branch block / right bundle branch block,,macro_share,0.013892372233040013,,
per_label_ece_share,chapman_shaoxing,xresnet1d101,uncalibrated,270492004,1st degree av block,,per_label_ece,0.006543516197999453,,
per_label_ece_share,chapman_shaoxing,xresnet1d101,uncalibrated,270492004,1st degree av block,,macro_share,0.006272031504441386,,
per_label_ece_share,chapman_shaoxing,xresnet1d101,uncalibrated,39732003,left axis deviation,,per_label_ece,0.0684410060443141,,
per_label_ece_share,chapman_shaoxing,xresnet1d101,uncalibrated,39732003,left axis deviation,,macro_share,0.06560144929981837,,
per_label_ece_share,chapman_shaoxing,xresnet1d101,uncalibrated,698252002,nonspecific intraventricular conduction disorder,,per_label_ece,0.008100104105539461,,
per_label_ece_share,chapman_shaoxing,xresnet1d101,uncalibrated,698252002,nonspecific intraventricular conduction disorder,,macro_share,0.007764037957869018,,
