section,cohort,architecture,rung,label_key,diagnosis,sample_size,metric,value,lower_95,upper_95
rung_parameters,ptb_test,s4d,prevalence_only_intercept,47665007,right axis deviation,,slope,1.0,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,47665007,right axis deviation,,offset,-0.31466666470524096,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,47665007,right axis deviation,,source_prevalence,0.01613273624985647,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,47665007,right axis deviation,,target_prevalence,0.011828935395814377,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,426177001,sinus bradycardia,,slope,1.0,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,426177001,sinus bradycardia,,offset,-0.0037170615141204344,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,426177001,sinus bradycardia,,source_prevalence,0.029222643242622574,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,426177001,sinus bradycardia,,target_prevalence,0.029117379435850774,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,427084000,sinus tachycardia,,slope,1.0,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,427084000,sinus tachycardia,,offset,-0.01774602516489887,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,427084000,sinus tachycardia,,source_prevalence,0.037949247904466646,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,427084000,sinus tachycardia,,target_prevalence,0.0373066424021838,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,164934002,t wave abnormal,,slope,1.0,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,164934002,t wave abnormal,,offset,-0.02684539078887882,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,164934002,t wave abnormal,,source_prevalence,0.10764726145366862,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,164934002,t wave abnormal,,target_prevalence,0.10509554140127389,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,59931005,t wave inversion,,slope,1.0,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,59931005,t wave inversion,,offset,-0.022635393037814033,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,59931005,t wave inversion,,source_prevalence,0.013491790102193134,,
rung_parameters,ptb_test,s4d,prevalence_only_intercept,59931005,t wave inversion,,target_prevalence,0.013193812556869881,,
ladder,ptb_test,s4d,sld_em,,,,macro_per_label_ece,0.02545534996971048,,
ladder,ptb_test,s4d,sld_em,,,,pooled_ece,0.013928776878760818,,
ladder,ptb_test,s4d,sld_em,,,,macro_brier,0.031972579300168114,,
rung_parameters,ptb_test,s4d,sld_em,733534002|164909002,complete left bundle branch block / left bundle branch block,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,733534002|164909002,complete left bundle branch block / left bundle branch block,,offset,-0.04089307556255806,,
rung_parameters,ptb_test,s4d,sld_em,733534002|164909002,complete left bundle branch block / left bundle branch block,,source_prevalence,0.02457228154782409,,
rung_parameters,ptb_test,s4d,sld_em,733534002|164909002,complete left bundle branch block / left bundle branch block,,estimated_target_prevalence,0.023610960181971966,,
rung_parameters,ptb_test,s4d,sld_em,733534002|164909002,complete left bundle branch block / left bundle branch block,,true_target_prevalence,0.02456778889899909,,
rung_parameters,ptb_test,s4d,sld_em,733534002|164909002,complete left bundle branch block / left bundle branch block,,prevalence_absolute_error,0.000956828717027125,,
rung_parameters,ptb_test,s4d,sld_em,733534002|164909002,complete left bundle branch block / left bundle branch block,,em_iterations,11.0,,
rung_parameters,ptb_test,s4d,sld_em,713427006|59118001,complete right bundle branch block / right bundle branch block,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,713427006|59118001,complete right bundle branch block / right bundle branch block,,offset,-0.15768457032109273,,
rung_parameters,ptb_test,s4d,sld_em,713427006|59118001,complete right bundle branch block / right bundle branch block,,source_prevalence,0.02485934091170054,,
rung_parameters,ptb_test,s4d,sld_em,713427006|59118001,complete right bundle branch block / right bundle branch block,,estimated_target_prevalence,0.02131012041636932,,
rung_parameters,ptb_test,s4d,sld_em,713427006|59118001,complete right bundle branch block / right bundle branch block,,true_target_prevalence,0.02456778889899909,,
rung_parameters,ptb_test,s4d,sld_em,713427006|59118001,complete right bundle branch block / right bundle branch block,,prevalence_absolute_error,0.0032576684826297712,,
rung_parameters,ptb_test,s4d,sld_em,713427006|59118001,complete right bundle branch block / right bundle branch block,,em_iterations,16.0,,
rung_parameters,ptb_test,s4d,sld_em,270492004,1st degree av block,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,270492004,1st degree av block,,offset,-0.2222571908520825,,
rung_parameters,ptb_test,s4d,sld_em,270492004,1st degree av block,,source_prevalence,0.036513951085084394,,
rung_parameters,ptb_test,s4d,sld_em,270492004,1st degree av block,,estimated_target_prevalence,0.029451378319746545,,
rung_parameters,ptb_test,s4d,sld_em,270492004,1st degree av block,,true_target_prevalence,0.0359417652411283,,
rung_parameters,ptb_test,s4d,sld_em,270492004,1st degree av block,,prevalence_absolute_error,0.006490386921381753,,
rung_parameters,ptb_test,s4d,sld_em,270492004,1st degree av block,,em_iterations,36.0,,
rung_parameters,ptb_test,s4d,sld_em,39732003,left axis deviation,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,39732003,left axis deviation,,offset,-0.07889121964505597,,
rung_parameters,ptb_test,s4d,sld_em,39732003,left axis deviation,,source_prevalence,0.23705362268917213,,
rung_parameters,ptb_test,s4d,sld_em,39732003,left axis deviation,,estimated_target_prevalence,0.22308248454590876,,
rung_parameters,ptb_test,s4d,sld_em,39732003,left axis deviation,,true_target_prevalence,0.24021838034576887,,
rung_parameters,ptb_test,s4d,sld_em,39732003,left axis deviation,,prevalence_absolute_error,0.017135895799860107,,
rung_parameters,ptb_test,s4d,sld_em,39732003,left axis deviation,,em_iterations,22.0,,
rung_parameters,ptb_test,s4d,sld_em,698252002,nonspecific intraventricular conduction disorder,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,698252002,nonspecific intraventricular conduction disorder,,offset,-4.219420593903627,,
rung_parameters,ptb_test,s4d,sld_em,698252002,nonspecific intraventricular conduction disorder,,source_prevalence,0.036169479848432655,,
rung_parameters,ptb_test,s4d,sld_em,698252002,nonspecific intraventricular conduction disorder,,estimated_target_prevalence,0.000551608413325721,,
rung_parameters,ptb_test,s4d,sld_em,698252002,nonspecific intraventricular conduction disorder,,true_target_prevalence,0.0359417652411283,,
rung_parameters,ptb_test,s4d,sld_em,698252002,nonspecific intraventricular conduction disorder,,prevalence_absolute_error,0.035390156827802575,,
rung_parameters,ptb_test,s4d,sld_em,698252002,nonspecific intraventricular conduction disorder,,em_iterations,1000.0,,
rung_parameters,ptb_test,s4d,sld_em,426783006,sinus rhythm,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,426783006,sinus rhythm,,offset,0.4122775483688128,,
rung_parameters,ptb_test,s4d,sld_em,426783006,sinus rhythm,,source_prevalence,0.82971638534849,,
rung_parameters,ptb_test,s4d,sld_em,426783006,sinus rhythm,,estimated_target_prevalence,0.8803655228807206,,
rung_parameters,ptb_test,s4d,sld_em,426783006,sinus rhythm,,true_target_prevalence,0.8289353958143767,,
rung_parameters,ptb_test,s4d,sld_em,426783006,sinus rhythm,,prevalence_absolute_error,0.05143012706634387,,
rung_parameters,ptb_test,s4d,sld_em,426783006,sinus rhythm,,em_iterations,19.0,,
rung_parameters,ptb_test,s4d,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,offset,-10.176508303661622,,
rung_parameters,ptb_test,s4d,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,source_prevalence,0.02560569525777931,,
rung_parameters,ptb_test,s4d,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,estimated_target_prevalence,1e-06,,
rung_parameters,ptb_test,s4d,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,true_target_prevalence,0.02456778889899909,,
rung_parameters,ptb_test,s4d,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,prevalence_absolute_error,0.02456678889899909,,
rung_parameters,ptb_test,s4d,sld_em,284470004|63593006,premature atrial contraction / supraventricular premature beats,,em_iterations,94.0,,
rung_parameters,ptb_test,s4d,sld_em,164917005,qwave abnormal,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,164917005,qwave abnormal,,offset,1.610523995645547,,
rung_parameters,ptb_test,s4d,sld_em,164917005,qwave abnormal,,source_prevalence,0.025146400275576988,,
rung_parameters,ptb_test,s4d,sld_em,164917005,qwave abnormal,,estimated_target_prevalence,0.11435094837302609,,
rung_parameters,ptb_test,s4d,sld_em,164917005,qwave abnormal,,true_target_prevalence,0.02502274795268426,,
rung_parameters,ptb_test,s4d,sld_em,164917005,qwave abnormal,,prevalence_absolute_error,0.08932820042034183,,
rung_parameters,ptb_test,s4d,sld_em,164917005,qwave abnormal,,em_iterations,49.0,,
rung_parameters,ptb_test,s4d,sld_em,47665007,right axis deviation,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,47665007,right axis deviation,,offset,-0.49237613504284017,,
rung_parameters,ptb_test,s4d,sld_em,47665007,right axis deviation,,source_prevalence,0.01613273624985647,,
rung_parameters,ptb_test,s4d,sld_em,47665007,right axis deviation,,estimated_target_prevalence,0.009922123783978375,,
rung_parameters,ptb_test,s4d,sld_em,47665007,right axis deviation,,true_target_prevalence,0.011828935395814377,,
rung_parameters,ptb_test,s4d,sld_em,47665007,right axis deviation,,prevalence_absolute_error,0.0019068116118360016,,
rung_parameters,ptb_test,s4d,sld_em,47665007,right axis deviation,,em_iterations,24.0,,
rung_parameters,ptb_test,s4d,sld_em,426177001,sinus bradycardia,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,426177001,sinus bradycardia,,offset,-0.4601061991477353,,
rung_parameters,ptb_test,s4d,sld_em,426177001,sinus bradycardia,,source_prevalence,0.029222643242622574,,
rung_parameters,ptb_test,s4d,sld_em,426177001,sinus bradycardia,,estimated_target_prevalence,0.018646770717931527,,
rung_parameters,ptb_test,s4d,sld_em,426177001,sinus bradycardia,,true_target_prevalence,0.029117379435850774,,
rung_parameters,ptb_test,s4d,sld_em,426177001,sinus bradycardia,,prevalence_absolute_error,0.010470608717919248,,
rung_parameters,ptb_test,s4d,sld_em,426177001,sinus bradycardia,,em_iterations,45.0,,
rung_parameters,ptb_test,s4d,sld_em,427084000,sinus tachycardia,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,427084000,sinus tachycardia,,offset,0.1762529602837115,,
rung_parameters,ptb_test,s4d,sld_em,427084000,sinus tachycardia,,source_prevalence,0.037949247904466646,,
rung_parameters,ptb_test,s4d,sld_em,427084000,sinus tachycardia,,estimated_target_prevalence,0.044934907285389875,,
rung_parameters,ptb_test,s4d,sld_em,427084000,sinus tachycardia,,true_target_prevalence,0.0373066424021838,,
rung_parameters,ptb_test,s4d,sld_em,427084000,sinus tachycardia,,prevalence_absolute_error,0.007628264883206073,,
rung_parameters,ptb_test,s4d,sld_em,427084000,sinus tachycardia,,em_iterations,13.0,,
rung_parameters,ptb_test,s4d,sld_em,164934002,t wave abnormal,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,164934002,t wave abnormal,,offset,-0.36866206859773376,,
rung_parameters,ptb_test,s4d,sld_em,164934002,t wave abnormal,,source_prevalence,0.10764726145366862,,
rung_parameters,ptb_test,s4d,sld_em,164934002,t wave abnormal,,estimated_target_prevalence,0.07701137404690246,,
rung_parameters,ptb_test,s4d,sld_em,164934002,t wave abnormal,,true_target_prevalence,0.10509554140127389,,
rung_parameters,ptb_test,s4d,sld_em,164934002,t wave abnormal,,prevalence_absolute_error,0.028084167354371428,,
rung_parameters,ptb_test,s4d,sld_em,164934002,t wave abnormal,,em_iterations,48.0,,
rung_parameters,ptb_test,s4d,sld_em,59931005,t wave inversion,,slope,1.0,,
rung_parameters,ptb_test,s4d,sld_em,59931005,t wave inversion,,offset,1.1819113952688745,,
rung_parameters,ptb_test,s4d,sld_em,59931005,t wave inversion,,source_prevalence,0.013491790102193134,,
rung_parameters,ptb_test,s4d,sld_em,59931005,t wave inversion,,estimated_target_prevalence,0.042689332827301744,,
rung_parameters,ptb_test,s4d,sld_em,59931005,t wave inversion,,true_target_prevalence,0.013193812556869881,,
rung_parameters,ptb_test,s4d,sld_em,59931005,t wave inversion,,prevalence_absolute_error,0.02949552027043186,,
rung_parameters,ptb_test,s4d,sld_em,59931005,t wave inversion,,em_iterations,41.0,,
ladder,ptb_test,s4d,bbse_hard,,,,macro_per_label_ece,0.01594602915702287,,
ladder,ptb_test,s4d,bbse_hard,,,,pooled_ece,0.006568557635415542,,
ladder,ptb_test,s4d,bbse_hard,,,,macro_brier,0.028822553297354083,,
rung_parameters,ptb_test,s4d,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,offset,-0.023587811306636564,,
rung_parameters,ptb_test,s4d,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,source_prevalence,0.02457228154782409,,
rung_parameters,ptb_test,s4d,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,estimated_target_prevalence,0.024013212941376972,,
rung_parameters,ptb_test,s4d,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,true_target_prevalence,0.02456778889899909,,
rung_parameters,ptb_test,s4d,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,prevalence_absolute_error,0.0005545759576221186,,
rung_parameters,ptb_test,s4d,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,validation_true_positive_rate,0.8703703703703703,,
rung_parameters,ptb_test,s4d,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,validation_false_positive_rate,0.0037576326914044154,,
rung_parameters,ptb_test,s4d,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,target_flagged_rate,0.02456778889899909,,
rung_parameters,ptb_test,s4d,bbse_hard,733534002|164909002,complete left bundle branch block / left bundle branch block,,threshold,0.3607633610566457,,
rung_parameters,ptb_test,s4d,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,offset,0.026225347624877493,,
rung_parameters,ptb_test,s4d,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,source_prevalence,0.02485934091170054,,
rung_parameters,ptb_test,s4d,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,estimated_target_prevalence,0.025503063204466107,,
rung_parameters,ptb_test,s4d,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,true_target_prevalence,0.02456778889899909,,
rung_parameters,ptb_test,s4d,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,prevalence_absolute_error,0.0009352743054670161,,
rung_parameters,ptb_test,s4d,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,validation_true_positive_rate,0.8727272727272727,,
rung_parameters,ptb_test,s4d,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,validation_false_positive_rate,0.005639097744360902,,
rung_parameters,ptb_test,s4d,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,target_flagged_rate,0.027752502274795268,,
rung_parameters,ptb_test,s4d,bbse_hard,713427006|59118001,complete right bundle branch block / right bundle branch block,,threshold,0.2751598233977954,,
rung_parameters,ptb_test,s4d,bbse_hard,270492004,1st degree av block,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,270492004,1st degree av block,,offset,-0.10133501681688495,,
rung_parameters,ptb_test,s4d,bbse_hard,270492004,1st degree av block,,source_prevalence,0.036513951085084394,,
rung_parameters,ptb_test,s4d,bbse_hard,270492004,1st degree av block,,estimated_target_prevalence,0.033111625299902664,,
rung_parameters,ptb_test,s4d,bbse_hard,270492004,1st degree av block,,true_target_prevalence,0.0359417652411283,,
rung_parameters,ptb_test,s4d,bbse_hard,270492004,1st degree av block,,prevalence_absolute_error,0.0028301399412256345,,
rung_parameters,ptb_test,s4d,bbse_hard,270492004,1st degree av block,,validation_true_positive_rate,0.6125,,
rung_parameters,ptb_test,s4d,bbse_hard,270492004,1st degree av block,,validation_false_positive_rate,0.019020446980504042,,
rung_parameters,ptb_test,s4d,bbse_hard,270492004,1st degree av block,,target_flagged_rate,0.03867151956323931,,
rung_parameters,ptb_test,s4d,bbse_hard,270492004,1st degree av block,,threshold,0.29119457801183063,,
rung_parameters,ptb_test,s4d,bbse_hard,39732003,left axis deviation,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,39732003,left axis deviation,,offset,-0.0006273799295890559,,
rung_parameters,ptb_test,s4d,bbse_hard,39732003,left axis deviation,,source_prevalence,0.23705362268917213,,
rung_parameters,ptb_test,s4d,bbse_hard,39732003,left axis deviation,,estimated_target_prevalence,0.23694017397438938,,
rung_parameters,ptb_test,s4d,bbse_hard,39732003,left axis deviation,,true_target_prevalence,0.24021838034576887,,
rung_parameters,ptb_test,s4d,bbse_hard,39732003,left axis deviation,,prevalence_absolute_error,0.0032782063713794884,,
rung_parameters,ptb_test,s4d,bbse_hard,39732003,left axis deviation,,validation_true_positive_rate,0.8302658486707567,,
rung_parameters,ptb_test,s4d,bbse_hard,39732003,left axis deviation,,validation_false_positive_rate,0.08323494687131051,,
rung_parameters,ptb_test,s4d,bbse_hard,39732003,left axis deviation,,target_flagged_rate,0.2602365787079163,,
rung_parameters,ptb_test,s4d,bbse_hard,39732003,left axis deviation,,threshold,0.377063512802124,,
rung_parameters,ptb_test,s4d,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,offset,-0.09135555994112421,,
rung_parameters,ptb_test,s4d,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,source_prevalence,0.036169479848432655,,
rung_parameters,ptb_test,s4d,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,estimated_target_prevalence,0.033116211819320826,,
rung_parameters,ptb_test,s4d,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,true_target_prevalence,0.0359417652411283,,
rung_parameters,ptb_test,s4d,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,prevalence_absolute_error,0.0028255534218074724,,
rung_parameters,ptb_test,s4d,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,validation_true_positive_rate,0.2564102564102564,,
rung_parameters,ptb_test,s4d,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,validation_false_positive_rate,0.0166270783847981,,
rung_parameters,ptb_test,s4d,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,target_flagged_rate,0.02456778889899909,,
rung_parameters,ptb_test,s4d,bbse_hard,698252002,nonspecific intraventricular conduction disorder,,threshold,0.20667148878177008,,
rung_parameters,ptb_test,s4d,bbse_hard,426783006,sinus rhythm,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,426783006,sinus rhythm,,offset,0.04808134454078883,,
rung_parameters,ptb_test,s4d,bbse_hard,426783006,sinus rhythm,,source_prevalence,0.82971638534849,,
rung_parameters,ptb_test,s4d,bbse_hard,426783006,sinus rhythm,,estimated_target_prevalence,0.8364023769099073,,
rung_parameters,ptb_test,s4d,bbse_hard,426783006,sinus rhythm,,true_target_prevalence,0.8289353958143767,,
rung_parameters,ptb_test,s4d,bbse_hard,426783006,sinus rhythm,,prevalence_absolute_error,0.007466981095530567,,
rung_parameters,ptb_test,s4d,bbse_hard,426783006,sinus rhythm,,validation_true_positive_rate,0.977017937219731,,
rung_parameters,ptb_test,s4d,bbse_hard,426783006,sinus rhythm,,validation_false_positive_rate,0.2832080200501253,,
rung_parameters,ptb_test,s4d,bbse_hard,426783006,sinus rhythm,,target_flagged_rate,0.8635122838944495,,
rung_parameters,ptb_test,s4d,bbse_hard,426783006,sinus rhythm,,threshold,0.6555981089671453,,
rung_parameters,ptb_test,s4d,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,offset,0.10471428278341355,,
rung_parameters,ptb_test,s4d,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,source_prevalence,0.02560569525777931,,
rung_parameters,ptb_test,s4d,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,estimated_target_prevalence,0.028352249394948154,,
rung_parameters,ptb_test,s4d,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,true_target_prevalence,0.02456778889899909,,
rung_parameters,ptb_test,s4d,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,prevalence_absolute_error,0.003784460495949063,,
rung_parameters,ptb_test,s4d,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,validation_true_positive_rate,0.509090909090909,,
rung_parameters,ptb_test,s4d,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,validation_false_positive_rate,0.03571428571428571,,
rung_parameters,ptb_test,s4d,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,target_flagged_rate,0.04913557779799818,,
rung_parameters,ptb_test,s4d,bbse_hard,284470004|63593006,premature atrial contraction / supraventricular premature beats,,threshold,0.08699574321508408,,
rung_parameters,ptb_test,s4d,bbse_hard,164917005,qwave abnormal,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,164917005,qwave abnormal,,offset,0.7550956108445801,,
rung_parameters,ptb_test,s4d,bbse_hard,164917005,qwave abnormal,,source_prevalence,0.025146400275576988,,
rung_parameters,ptb_test,s4d,bbse_hard,164917005,qwave abnormal,,estimated_target_prevalence,0.05203125489873856,,
rung_parameters,ptb_test,s4d,bbse_hard,164917005,qwave abnormal,,true_target_prevalence,0.02502274795268426,,
rung_parameters,ptb_test,s4d,bbse_hard,164917005,qwave abnormal,,prevalence_absolute_error,0.027008506946054302,,
rung_parameters,ptb_test,s4d,bbse_hard,164917005,qwave abnormal,,validation_true_positive_rate,0.6545454545454545,,
rung_parameters,ptb_test,s4d,bbse_hard,164917005,qwave abnormal,,validation_false_positive_rate,0.08693609022556391,,
rung_parameters,ptb_test,s4d,bbse_hard,164917005,qwave abnormal,,target_flagged_rate,0.1164695177434031,,
rung_parameters,ptb_test,s4d,bbse_hard,164917005,qwave abnormal,,threshold,0.09135571743051212,,
rung_parameters,ptb_test,s4d,bbse_hard,47665007,right axis deviation,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,47665007,right axis deviation,,offset,-0.33064887669894816,,
rung_parameters,ptb_test,s4d,bbse_hard,47665007,right axis deviation,,source_prevalence,0.01613273624985647,,
rung_parameters,ptb_test,s4d,bbse_hard,47665007,right axis deviation,,estimated_target_prevalence,0.011643569314838415,,
rung_parameters,ptb_test,s4d,bbse_hard,47665007,right axis deviation,,true_target_prevalence,0.011828935395814377,,
rung_parameters,ptb_test,s4d,bbse_hard,47665007,right axis deviation,,prevalence_absolute_error,0.00018536608097596136,,
rung_parameters,ptb_test,s4d,bbse_hard,47665007,right axis deviation,,validation_true_positive_rate,0.5833333333333334,,
rung_parameters,ptb_test,s4d,bbse_hard,47665007,right axis deviation,,validation_false_positive_rate,0.0027945971122496508,,
rung_parameters,ptb_test,s4d,bbse_hard,47665007,right axis deviation,,target_flagged_rate,0.009554140127388535,,
rung_parameters,ptb_test,s4d,bbse_hard,47665007,right axis deviation,,threshold,0.4843650857607524,,
rung_parameters,ptb_test,s4d,bbse_hard,426177001,sinus bradycardia,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,426177001,sinus bradycardia,,offset,-0.4978985027857581,,
rung_parameters,ptb_test,s4d,bbse_hard,426177001,sinus bradycardia,,source_prevalence,0.029222643242622574,,
rung_parameters,ptb_test,s4d,bbse_hard,426177001,sinus bradycardia,,estimated_target_prevalence,0.017967641923604633,,
rung_parameters,ptb_test,s4d,bbse_hard,426177001,sinus bradycardia,,true_target_prevalence,0.029117379435850774,,
rung_parameters,ptb_test,s4d,bbse_hard,426177001,sinus bradycardia,,prevalence_absolute_error,0.011149737512246141,,
rung_parameters,ptb_test,s4d,bbse_hard,426177001,sinus bradycardia,,validation_true_positive_rate,0.625,,
rung_parameters,ptb_test,s4d,bbse_hard,426177001,sinus bradycardia,,validation_false_positive_rate,0.008022652194431336,,
rung_parameters,ptb_test,s4d,bbse_hard,426177001,sinus bradycardia,,target_flagged_rate,0.01910828025477707,,
rung_parameters,ptb_test,s4d,bbse_hard,426177001,sinus bradycardia,,threshold,0.37229103843371075,,
rung_parameters,ptb_test,s4d,bbse_hard,427084000,sinus tachycardia,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,427084000,sinus tachycardia,,offset,-0.052021444181089116,,
rung_parameters,ptb_test,s4d,bbse_hard,427084000,sinus tachycardia,,source_prevalence,0.037949247904466646,,
rung_parameters,ptb_test,s4d,bbse_hard,427084000,sinus tachycardia,,estimated_target_prevalence,0.03609498001940557,,
rung_parameters,ptb_test,s4d,bbse_hard,427084000,sinus tachycardia,,true_target_prevalence,0.0373066424021838,,
rung_parameters,ptb_test,s4d,bbse_hard,427084000,sinus tachycardia,,prevalence_absolute_error,0.001211662382778228,,
rung_parameters,ptb_test,s4d,bbse_hard,427084000,sinus tachycardia,,validation_true_positive_rate,0.8674698795180723,,
rung_parameters,ptb_test,s4d,bbse_hard,427084000,sinus tachycardia,,validation_false_positive_rate,0.009523809523809525,,
rung_parameters,ptb_test,s4d,bbse_hard,427084000,sinus tachycardia,,target_flagged_rate,0.04049135577797998,,
rung_parameters,ptb_test,s4d,bbse_hard,427084000,sinus tachycardia,,threshold,0.4575389226277669,,
rung_parameters,ptb_test,s4d,bbse_hard,164934002,t wave abnormal,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,164934002,t wave abnormal,,offset,-0.17769125975396216,,
rung_parameters,ptb_test,s4d,bbse_hard,164934002,t wave abnormal,,source_prevalence,0.10764726145366862,,
rung_parameters,ptb_test,s4d,bbse_hard,164934002,t wave abnormal,,estimated_target_prevalence,0.09172993625306562,,
rung_parameters,ptb_test,s4d,bbse_hard,164934002,t wave abnormal,,true_target_prevalence,0.10509554140127389,,
rung_parameters,ptb_test,s4d,bbse_hard,164934002,t wave abnormal,,prevalence_absolute_error,0.013365605148208268,,
rung_parameters,ptb_test,s4d,bbse_hard,164934002,t wave abnormal,,validation_true_positive_rate,0.6808510638297872,,
rung_parameters,ptb_test,s4d,bbse_hard,164934002,t wave abnormal,,validation_false_positive_rate,0.07700205338809035,,
rung_parameters,ptb_test,s4d,bbse_hard,164934002,t wave abnormal,,target_flagged_rate,0.13239308462238397,,
rung_parameters,ptb_test,s4d,bbse_hard,164934002,t wave abnormal,,threshold,0.2709185431400935,,
rung_parameters,ptb_test,s4d,bbse_hard,59931005,t wave inversion,,slope,1.0,,
rung_parameters,ptb_test,s4d,bbse_hard,59931005,t wave inversion,,offset,-0.9808542823823521,,
rung_parameters,ptb_test,s4d,bbse_hard,59931005,t wave inversion,,source_prevalence,0.013491790102193134,,
rung_parameters,ptb_test,s4d,bbse_hard,59931005,t wave inversion,,estimated_target_prevalence,0.005102319945483069,,
rung_parameters,ptb_test,s4d,bbse_hard,59931005,t wave inversion,,true_target_prevalence,0.013193812556869881,,
rung_parameters,ptb_test,s4d,bbse_hard,59931005,t wave inversion,,prevalence_absolute_error,0.008091492611386811,,
