cohort,stratification,subgroup,architecture,records,eligible_labels,eligible_label_keys,eligible_label_digest,contributing_labels,macro_auroc,macro_auroc_lower_95,macro_auroc_upper_95,macro_auprc,uncalibrated_macro_ece,uncalibrated_macro_ece_lower_95,uncalibrated_macro_ece_upper_95,calibrated_macro_ece,calibrated_macro_ece_lower_95,calibrated_macro_ece_upper_95,calibrated_minus_uncalibrated_macro_ece,calibrated_minus_uncalibrated_macro_ece_lower_95,calibrated_minus_uncalibrated_macro_ece_upper_95,uncalibrated_brier,uncalibrated_brier_lower_95,uncalibrated_brier_upper_95,calibrated_brier,calibrated_brier_lower_95,calibrated_brier_upper_95,calibrated_minus_uncalibrated_brier,calibrated_minus_uncalibrated_brier_lower_95,calibrated_minus_uncalibrated_brier_upper_95,ptb_sex_encoding_correction
ningbo,age,under_40,xresnet1d101,5970,14,164890007;713427006|59118001;270492004;39732003;111975006;698252002;426783006;284470004|63593006;164917005;47665007;426177001;427084000;164934002;59931005,3e0d198450442765,14,0.8800667146766105,0.8644694124844493,0.8941789780522053,0.37069951753003627,0.07576030838259289,0.07454042552529799,0.07739962697185503,0.07603460858816545,0.07490877202492896,0.07771501106119788,0.00027430020557256407,0.00012392023811788784,0.000494300047097848,0.06995978394351798,0.06867446469725884,0.07122936084192222,0.06954020232290073,0.06826797875324493,0.07079562363104516,-0.00041958162061725424,-0.00043645962427753016,-0.00040351340157317763,False
ningbo,age,under_40,s4d,5970,14,164890007;713427006|59118001;270492004;39732003;111975006;698252002;426783006;284470004|63593006;164917005;47665007;426177001;427084000;164934002;59931005,3e0d198450442765,14,0.8736658705923939,0.8558455557058486,0.8895821328714945,0.3195097123268184,0.07766641839345745,0.07647752726667077,0.07941332070381002,0.07878570014005425,0.07753419960967305,0.08044749259480183,0.001119281746596798,0.0006819394884901222,0.0013378546131143768,0.07247623823653151,0.07111855475672473,0.07382294222213581,0.07125156715936858,0.06993245470645275,0.07256403102631609,-0.0012246710771629393,-0.0012703678802650155,-0.0011783449411164307,False
ningbo,age,40_to_64,xresnet1d101,14023,14,164890007;713427006|59118001;270492004;39732003;111975006;698252002;426783006;284470004|63593006;164917005;47665007;426177001;427084000;164934002;59931005,3e0d198450442765,14,0.882852862033437,0.8775885058295714,0.8881695661645356,0.45929107457881513,0.09565413679999667,0.09473273803864218,0.0969627583983796,0.09539763748554778,0.0944908158591114,0.09669373661983498,-0.00025649931444889085,-0.00036531856971585566,-8.956825499056933e-05,0.09290278381509985,0.09187939430748282,0.09393671245024202,0.09229856056964476,0.09128488232718714,0.09332484200245413,-0.0006042232454550878,-0.000616881324726537,-0.0005914358271157244,False
ningbo,age,40_to_64,s4d,14023,14,164890007;713427006|59118001;270492004;39732003;111975006;698252002;426783006;284470004|63593006;164917005;47665007;426177001;427084000;164934002;59931005,3e0d198450442765,14,0.8850342121501554,0.8790166283058828,0.8907108346966225,0.44480836251734385,0.09571690935567978,0.09492724204427193,0.09708187049729936,0.09535863941359349,0.09458948832867344,0.09664846842136707,-0.00035826994208629226,-0.0006163176851428299,-0.0001070714410980458,0.0940101627372786,0.09298637514105289,0.09504474168302027,0.09234387307225123,0.09133856568208616,0.09335414357267895,-0.0016662896650273679,-0.001700876000475982,-0.0016293582255122727,False
ningbo,age,65_plus,xresnet1d101,14857,14,164890007;713427006|59118001;270492004;39732003;111975006;698252002;426783006;284470004|63593006;164917005;47665007;426177001;427084000;164934002;59931005,3e0d198450442765,14,0.8393525713600042,0.8352942575696325,0.8434336474205271,0.4708237267381163,0.10224266957345493,0.10131900984566831,0.10347524054715887,0.10141836197915789,0.1005305190428587,0.10265221014225583,-0.0008243075942970385,-0.0010091190078071923,-0.0005508821665244191,0.1050001121665134,0.10407358473135107,0.10600975868799871,0.10445036109861834,0.10353820042052372,0.10545250463083658,-0.0005497510678950657,-0.0005644066411043779,-0.0005352310753157015,False
ningbo,age,65_plus,s4d,14857,14,164890007;713427006|59118001;270492004;39732003;111975006;698252002;426783006;284470004|63593006;164917005;47665007;426177001;427084000;164934002;59931005,3e0d198450442765,14,0.8394660284164599,0.8354608774539409,0.8435191184875058,0.4463150130939524,0.10575947645429315,0.10486095924454751,0.10714169102380283,0.10334594735355236,0.102457375157927,0.10462689691792136,-0.0024135291007407883,-0.0028210470277156606,-0.0020777079949264995,0.10890008161598771,0.1079186387064749,0.10994811345729852,0.10738249504298734,0.10643041315365466,0.10842306425527917,-0.0015175865730003707,-0.001561179646058511,-0.001475788542434013,False
ningbo,sex,female,xresnet1d101,15162,15,164890007;733534002|164909002;713427006|59118001;270492004;39732003;111975006;698252002;426783006;284470004|63593006;164917005;47665007;426177001;427084000;164934002;59931005,e00abd49d9702ca7,15,0.8796458030486356,0.8752216073099814,0.8839648467859796,0.47768510431802547,0.08072968796365615,0.07987079799304952,0.0818484327055495,0.08026170842592988,0.07948122388163785,0.0814238320255218,-0.00046797953772627354,-0.0005650297018834529,-0.0002798796402932612,0.08132505828012138,0.08041257295104841,0.08228606079260023,0.08086113445485571,0.07995677650067974,0.08181382766187835,-0.00046392382526566633,-0.00047590338999700145,-0.0004517777047037177,False
ningbo,sex,female,s4d,15162,15,164890007;733534002|164909002;713427006|59118001;270492004;39732003;111975006;698252002;426783006;284470004|63593006;164917005;47665007;426177001;427084000;164934002;59931005,e00abd49d9702ca7,15,0.8825437556037419,0.8778941463962115,0.8870876432194221,0.45394171809169237,0.08228822263116822,0.08147433952097256,0.08350639493056262,0.08126059329459587,0.0804609185550873,0.08241427623501626,-0.0010276293365723554,-0.0014923506717340624,-0.0005985956353489588,0.0828456556026829,0.08190070604772383,0.0838088964979903,0.08152989925673151,0.08060129212613398,0.08246568263945599,-0.00131575634595138,-0.0013502865113576758,-0.0012808948319958905,False
ningbo,sex,male,xresnet1d101,19721,15,164890007;733534002|164909002;713427006|59118001;270492004;39732003;111975006;698252002;426783006;284470004|63593006;164917005;47665007;426177001;427084000;164934002;59931005,e00abd49d9702ca7,15,0.8671901267731748,0.8634926880567613,0.8709983704944276,0.4808235195212967,0.0927003159270811,0.09195291806837433,0.09364593035096065,0.09223904013339683,0.09155691802566332,0.09323124507612256,-0.0004612757936842682,-0.0005681606164312146,-0.00021730595530504025,0.0931611506732695,0.09237959164981414,0.0939293734409521,0.09261187485195642,0.09183592736322624,0.09337788819316613,-0.000549275821313075,-0.0005599085203750791,-0.0005379557717885439,False
ningbo,sex,male,s4d,19721,15,164890007;733534002|164909002;713427006|59118001;270492004;39732003;111975006;698252002;426783006;284470004|63593006;164917005;47665007;426177001;427084000;164934002;59931005,e00abd49d9702ca7,15,0.8671552583995928,0.86316015963476,0.8710722009742232,0.45556485233875826,0.0949504184714749,0.09425882584430596,0.09599463162425777,0.09439606790343012,0.09367557461892245,0.095387737892227,-0.000554350568044773,-0.0010081034297454161,-0.00019963012877598612,0.09623129666475636,0.09541745377061595,0.09702481511470847,0.09472599149046586,0.09394396753898171,0.09549457637425357,-0.0015053051742904971,-0.0015365143153150047,-0.0014752408716047593,False
